date,rank
19-Aug-17,6
26-Aug-17,5
2-Sep-17,4
9-Sep-17,1
16-Sep-17,1
23-Sep-17,1
30-Sep-17,1
7-Oct-17,2
14-Oct-17,2
21-Oct-17,2
28-Oct-17,3
4-Nov-17,3
11-Nov-17,3
18-Nov-17,3
25-Nov-17,3
2-Dec-17,4
9-Dec-17,4
16-Dec-17,6
23-Dec-17,5
30-Dec-17,5
